Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY27,OUT049,3238.6960313604686
NCP54,OUT013,1724.5802519658664
NCZ41,OUT049,2339.2628277977824
DRL49,OUT013,2021.217320744257
FDI05,OUT018,1559.5846164168424
FDY56,OUT045,3578.0724211599727
DRC13,OUT013,1801.5049834589126
NCV29,OUT017,2585.5356307681905
FDR24,OUT049,1779.9924850692278
FDZ34,OUT018,3408.8803820082585
FDP37,OUT035,1453.049785649886
FDX08,OUT027,4315.410161127591
FDS57,OUT045,2164.6070338606496
NCG18,OUT049,2027.2530308367318
FDK25,OUT018,2954.399506251196
FDH53,OUT049,1731.2028865449543
DRI59,OUT018,3948.2727221151154
FDA52,OUT046,2662.8525703443047
FDT20,OUT010,0.0
FDE36,OUT019,1377.7714075120202
FDI24,OUT017,2414.9003163885554
FDB28,OUT018,3491.065286260983
FDV11,OUT017,2478.3640220320312
FDP01,OUT046,2397.5581703239004
FDD34,OUT027,4038.7272870953384
FDJ50,OUT027,2303.3616760118234
FDZ44,OUT013,1641.8505946531395
DRO59,OUT035,804.4633748260048
DRB48,OUT045,727.4075667087077
FDR21,OUT018,3176.035307106794
NCE42,OUT010,2204.7446387192394
FDO23,OUT046,1286.3048773254072
NCE30,OUT018,3696.166947195082
FDQ22,OUT035,256.069946285897
FDY01,OUT045,1673.2467224218608
FDS08,OUT017,2502.495643741002
FDG28,OUT018,4335.962121065363
FDQ51,OUT018,1295.1427807265181
FDB05,OUT017,3580.68985024621
FDO56,OUT049,2244.104209025275
FDE02,OUT018,1958.4307603363413
FDN45,OUT017,3134.5584325586797
FDS09,OUT013,538.3360604691634
NCA54,OUT018,3308.5745881982903
FDP09,OUT010,1809.2446324650227
FDC53,OUT045,1633.2546748670766
NCM55,OUT017,2634.7386459615427
FDL09,OUT018,3020.595292138356
FDA11,OUT019,257.5364719605591
FDA50,OUT045,1446.034859751795
FDC23,OUT017,2600.7123591593154
FDE22,OUT049,2904.7736668893713
FDD23,OUT046,2946.422427582993
NCA29,OUT049,3115.547892212814
FDK38,OUT046,2263.09675487295
DRC13,OUT046,1951.9775778032008
NCP43,OUT049,3217.159061399273
FDX28,OUT049,1819.7271049811434
FDF08,OUT049,1799.6070438232468
FDZ33,OUT046,2233.81767737569
FDD10,OUT049,3227.5456382997336
FDO58,OUT017,2306.1855663539627
FDI50,OUT017,3390.9281711808208
FDO58,OUT045,2643.443930014465
FDX08,OUT013,2643.4258415667355
NCK17,OUT010,0.0
FDF39,OUT035,3795.2046761015554
FDU45,OUT010,264.9472054288062
NCJ18,OUT018,2116.4373882099535
DRC27,OUT019,2612.935617808428
DRC25,OUT035,972.5686082391444
FDU59,OUT035,2050.371151666003
FDU28,OUT035,2695.52513424442
NCP30,OUT046,651.3067742695398
FDB39,OUT018,1327.6983813916468
FDE41,OUT013,1138.2896190194406
DRH11,OUT010,0.0
FDA58,OUT045,3640.5996296412177
FDU50,OUT046,1768.7729015791401
FDM34,OUT013,1788.4630384311204
FDM44,OUT027,3072.1159889301434
FDR39,OUT045,2853.7324767998525
FDM25,OUT045,2780.383134666936
FDQ49,OUT049,2873.42680321828
DRH25,OUT018,1339.3433824601152
FDM09,OUT027,4111.114752974989
FDL44,OUT019,1408.0725850543467
NCR42,OUT018,975.8030168365622
DRL59,OUT046,851.2272909757803
FDX43,OUT013,2348.7091471443146
DRK47,OUT010,1936.5548136212246
FDU48,OUT018,2492.471329505008
FDY12,OUT045,695.6002849771235
NCN43,OUT018,2436.192103096032
NCM55,OUT018,3306.5076337288965
FDQ21,OUT027,3459.7369465017364
FDX13,OUT035,3537.8728801325997
NCK30,OUT027,5391.823101912203
FDG20,OUT049,3042.73016392928
DRG27,OUT017,278.7052493031488
FDY14,OUT018,4541.241220726873
FDP59,OUT035,1249.5487424390308
FDU60,OUT017,2484.807375721316
NCC18,OUT019,1144.6932886574555
DRJ39,OUT017,3168.8040382190884
FDS07,OUT049,2077.905068070438
FDM08,OUT027,4953.567336220258
FDP51,OUT045,1893.7173325515869
FDU16,OUT035,927.3521883652757
FDH12,OUT013,1377.4655274291626
DRE48,OUT010,1585.810722417024
NCL42,OUT027,5281.58425700274
FDR21,OUT045,2787.050674700413
NCW29,OUT035,1709.6164130403067
FDO11,OUT013,3743.7746439946422
NCM31,OUT049,2542.725476308882
FDV35,OUT019,1001.256502042635
FDF58,OUT017,776.9062240605922
NCE43,OUT049,2944.8755641765074
FDA02,OUT035,1935.0668152946928
DRL37,OUT010,0.0
FDR24,OUT018,1884.2683734766724
FDW59,OUT049,1711.0858466554382
FDS22,OUT049,1170.8440984388617
FDW24,OUT017,523.1963220798461
FDU24,OUT035,988.4191481339849
FDA21,OUT027,4395.390347530034
FDH58,OUT027,3308.21353463593
FDW36,OUT018,2051.461754399078
FDI45,OUT027,4172.414980016001
FDU01,OUT018,3460.551616896255
FDF35,OUT027,3013.1189676732884
FDU43,OUT019,2510.247954786412
FDE24,OUT019,920.0819463384564
FDK50,OUT049,2953.9012553428984
FDG31,OUT045,1036.6476505073392
FDC60,OUT045,1361.0178419366243
FDL36,OUT013,1139.3911744704292
FDP21,OUT013,2816.1061357272465
FDW16,OUT045,1487.8359840676667
FDX02,OUT017,3235.225428100901
FDQ58,OUT027,3919.709748950433
FDT51,OUT046,1806.9797466738746
FDD59,OUT049,1640.2684007939574
NCM42,OUT018,2187.2345818454996
FDA57,OUT018,1112.3328930822258
FDZ48,OUT035,1441.3083193850634
FDE46,OUT045,2472.4699625602243
NCZ30,OUT019,742.7660042355865
FDB56,OUT017,2675.9530328279716
FDA25,OUT027,3086.581513189707
FDD20,OUT013,1809.3680447274114
FDL25,OUT013,1124.5320323274555
NCO18,OUT049,3188.286281019574
FDJ45,OUT017,260.8233258782866
FDR12,OUT035,2337.217226390225
NCF19,OUT010,0.0
FDK25,OUT046,2445.221026125512
NCR17,OUT046,1798.0069733941232
FDC52,OUT046,2445.305310028992
NCA54,OUT017,2596.299917233646
FDR45,OUT010,2233.107102841108
NCM19,OUT049,2161.9430443376546
FDF39,OUT027,5642.285737017895
FDX23,OUT049,1908.0381939933059
FDD58,OUT027,3004.5777405728277
FDX28,OUT013,1228.1391429117339
NCD31,OUT013,2369.611692200528
FDU57,OUT018,2787.1787984957673
FDI27,OUT046,727.4060517772004
NCM42,OUT046,1699.1111489285604
FDD32,OUT027,2768.639820413702
FDI34,OUT013,3342.7897325863732
NCM29,OUT049,2460.0331315211056
FDG46,OUT018,2283.5593758545156
DRC01,OUT010,0.0
FDB15,OUT027,5427.314129785251
NCA17,OUT027,3804.5581563819405
FDF10,OUT046,2178.3905826056384
FDR26,OUT027,4247.8179158422845
FDI02,OUT049,2067.345039059841
NCM54,OUT010,430.0976493573007
FDF14,OUT013,2165.1061376600233
FDJ33,OUT010,273.02701824072074
FDM20,OUT035,3476.0353238226253
FDC03,OUT027,4506.872328355366
NCX05,OUT046,1730.5077776270628
NCM41,OUT027,2908.617606260461
NCU29,OUT010,802.3244994141673
FDQ59,OUT017,1059.9460130437205
FDH46,OUT010,85.33592980874937
FDH09,OUT013,571.0701160053864
NCD06,OUT045,683.9767083542374
FDC15,OUT035,1860.3797441208053
DRD37,OUT027,2224.105299825799
FDT28,OUT027,3759.9601280602956
FDR28,OUT027,4074.182980128706
FDT38,OUT017,1074.885265573685
FDV34,OUT027,2727.7040450411096
FDY52,OUT035,671.3764599539363
FDB34,OUT013,1167.2383510079853
DRL23,OUT018,2158.5848489167074
DRB24,OUT046,2444.263538747243
FDJ50,OUT046,856.4601653663458
FDQ49,OUT035,2083.647131671674
FDP20,OUT035,1577.770270370128
FDV19,OUT027,3991.370587206915
NCR54,OUT045,3034.7176673695903
FDO09,OUT010,2364.4093846282058
FDS57,OUT018,2615.9059525812963
FDN10,OUT049,2232.116809159554
FDV23,OUT049,2248.106736886256
FDY28,OUT049,3602.5617650925633
DRG51,OUT013,2369.883217491709
FDD45,OUT019,72.17364409906622
NCL18,OUT027,4288.788780565361
NCM29,OUT013,1863.3734800505058
FDF17,OUT027,4525.818990900621
FDE22,OUT017,2301.60117777522
FDQ22,OUT017,369.3487823704768
FDS01,OUT013,2625.1217586178454
FDW35,OUT027,2159.2563005524603
FDJ33,OUT046,1905.028659503399
NCF54,OUT035,2314.5353900172295
FDE09,OUT013,1535.5989096736512
NCE06,OUT045,2482.5121837431016
DRH49,OUT049,1699.5718904276227
FDY43,OUT045,2611.582399129713
NCT05,OUT017,3760.1439686296126
FDZ34,OUT045,2990.2703901492287
FDL38,OUT017,1191.8126058958787
FDZ31,OUT017,2648.26914988335
FDR14,OUT035,305.77807155754226
NCN54,OUT049,1661.871080888473
NCC42,OUT027,3640.5220290146917
FDK08,OUT017,1410.2379411812562
FDP59,OUT013,1449.0066118686136
FDV22,OUT035,2180.823207042051
FDD33,OUT035,3194.067363872984
DRE60,OUT027,4848.902997054085
FDK52,OUT046,3479.448278494835
FDA02,OUT017,2090.4844591341252
FDM56,OUT049,2062.064817466033
FDE57,OUT035,1852.4939686757261
FDM32,OUT045,1461.076598092366
NCQ30,OUT027,3382.3384369678024
FDQ27,OUT027,3203.0027499307253
FDT60,OUT027,3351.32099650243
FDU43,OUT049,4159.323988194324
NCO55,OUT035,1233.4548168526362
FDG02,OUT045,3058.2151509059304
FDJ28,OUT013,2795.6308799963253
FDP40,OUT045,1824.296544603133
FDJ38,OUT045,3044.6389901109033
NCC54,OUT017,3446.090990459892
NCZ41,OUT046,1919.7366069561654
FDK38,OUT019,1236.2382445423714
FDU52,OUT013,2173.68562200883
FDC40,OUT046,1181.8616543152625
NCR30,OUT017,877.3463806713085
NCN18,OUT017,1372.1699750763191
FDB50,OUT035,689.8189430863326
FDG04,OUT013,2779.322229292905
FDR26,OUT035,2403.1924947406255
NCT17,OUT018,3405.0046490078757
FDX35,OUT027,4973.305889319821
FDS12,OUT046,1768.8637363773546
NCZ29,OUT027,3383.681627410402
FDB38,OUT010,1044.5162444665998
FDP12,OUT013,389.33634428568575
FDP22,OUT046,757.4092007026607
FDS26,OUT018,4466.019569657318
FDR52,OUT046,2969.0075888771034
DRJ13,OUT046,2490.6490801548207
FDU48,OUT027,3473.625435561081
FDE29,OUT035,427.09919217939614
NCT29,OUT049,2262.8577803133644
DRK37,OUT018,3415.8143236694723
FDK55,OUT046,1392.8652846985851
FDR07,OUT046,1440.992702043759
FDO21,OUT027,5064.988860874426
FDK46,OUT049,4459.075806449193
FDB12,OUT045,1601.1341152298628
FDT31,OUT027,4455.422360823739
FDJ33,OUT045,1953.920748356576
FDC26,OUT027,3046.2356233832816
NCQ02,OUT045,3030.6693083798846
FDP08,OUT010,1332.221598624852
FDB11,OUT027,4976.386716036604
FDV55,OUT013,2053.6217300263643
FDW20,OUT049,2322.764984824371
NCJ18,OUT019,372.57427694771786
FDC41,OUT018,1530.4038623859333
FDE14,OUT027,3092.690072842067
FDG35,OUT013,2635.9129705672867
FDF45,OUT035,616.0769898832455
FDS19,OUT027,2673.654929928274
FDS58,OUT019,1397.5592959126616
FDA26,OUT017,3176.2124222832163
FDM32,OUT049,1803.5132375703438
FDL45,OUT046,1984.3100460525325
FDZ55,OUT049,2908.687452584908
FDY37,OUT049,2658.9022473582363
FDO46,OUT046,3056.920726617189
FDQ60,OUT046,1778.502224130189
FDA19,OUT018,2475.416521705838
FDL15,OUT046,2401.0692427357803
FDM10,OUT018,3750.3640212494147
NCL05,OUT017,414.7205641309256
DRK49,OUT010,0.0
NCE18,OUT027,5420.622407722463
FDG40,OUT049,934.9370544711123
DRI59,OUT045,3507.704246259379
FDK28,OUT035,3596.6089016972282
NCD06,OUT019,0.0
FDO11,OUT019,2777.9339539954854
FDK27,OUT046,1912.2899273242774
FDT43,OUT027,2279.185576510522
FDD38,OUT018,2143.2666338155086
FDA16,OUT049,3836.4291950910774
FDL14,OUT027,3912.21201392072
NCM17,OUT049,1034.0832432066113
FDD20,OUT045,2007.1919825349432
FDA40,OUT045,1518.6339368400031
FDL43,OUT045,1280.8306632462313
FDV15,OUT045,1487.1295864707672
FDE52,OUT046,1439.3262266466395
NCL17,OUT010,631.1622327361342
NCJ31,OUT045,3568.9658183308384
FDR60,OUT045,1119.9702187497664
NCA18,OUT035,1422.512365727579
FDS21,OUT027,2526.843165846085
FDW09,OUT035,928.7036541658099
FDL26,OUT035,2108.6848930312
FDS47,OUT018,1715.7491550346458
FDC39,OUT046,3031.430755365992
FDT51,OUT035,1458.6272462664751
FDK40,OUT035,3770.112889977976
NCG19,OUT045,3563.7698514547737
FDZ07,OUT046,915.1608678861189
FDF08,OUT027,2851.303526003203
FDO04,OUT013,675.9506907704099
FDK41,OUT018,1633.794652317194
FDP15,OUT049,4327.124322265425
NCD43,OUT018,2138.894412540468
NCP18,OUT013,2135.730068750087
FDZ51,OUT046,1550.2914534012493
DRH13,OUT035,1368.9967954858748
FDF38,OUT045,719.666287715128
NCI43,OUT045,837.9724692577101
FDM38,OUT027,2266.0734566988112
FDS03,OUT013,747.1875843850457
DRJ47,OUT017,2430.896300383425
FDT50,OUT010,0.0
FDV02,OUT046,2653.8338350268114
NCG18,OUT017,1406.9540008649383
FDW52,OUT046,2600.8099833722745
FDS40,OUT035,240.87620074116285
FDN31,OUT017,2687.608869830463
FDA37,OUT045,1969.7922134613164
FDA15,OUT046,3928.488937903874
FDL39,OUT046,2819.6863058469953
FDJ53,OUT045,1896.8818925756523
FDX22,OUT013,3146.7476066038544
NCZ42,OUT045,3812.836528949061
FDD56,OUT027,4155.9643573427475
FDD40,OUT017,2851.2972167607495
FDS50,OUT013,3210.7749520812295
NCN14,OUT013,2740.8029385196523
FDT15,OUT013,2689.248868469598
NCS18,OUT027,3152.549682650628
NCO26,OUT010,154.75146810009164
FDF58,OUT018,1484.4338081345359
NCB19,OUT013,1066.5087689344637
FDH26,OUT017,1999.6958565059258
DRB24,OUT027,3895.7769967933164
FDA49,OUT018,1776.4905266257183
FDB32,OUT045,1564.0437023416316
FDI36,OUT017,2914.147476414775
NCA17,OUT010,780.9583628773571
FDH22,OUT013,1608.7967948332403
NCM26,OUT018,2930.382304613041
FDT15,OUT027,4363.22964954804
FDB16,OUT018,1814.2090606086203
NCP54,OUT027,3403.324566469021
FDJ36,OUT013,1282.8951778566116
FDO28,OUT045,1856.793515100334
FDU09,OUT013,642.1372098976099
FDF29,OUT017,1832.921717364261
FDY08,OUT013,1819.9317534506831
DRJ59,OUT018,1079.142733908402
FDT23,OUT027,2679.624584601369
FDU15,OUT018,1118.776812883862
FDT47,OUT013,1350.1636086817512
FDI53,OUT019,1499.620340464879
FDR59,OUT018,4552.864980639032
FDD53,OUT035,266.17342181067534
FDY51,OUT017,3129.9103204445855
FDT04,OUT049,889.521907278523
FDU51,OUT049,3116.958149992104
FDG14,OUT035,2021.149253267983
NCU06,OUT045,3599.6263439902123
DRG25,OUT046,2942.857067279523
DRH49,OUT035,986.2274510217753
FDN15,OUT035,1853.4901233818032
FDL43,OUT018,1682.424621815966
NCT18,OUT049,3220.645985671431
NCB31,OUT013,3746.7818852013534
FDK57,OUT035,1448.3835442073314
FDY04,OUT019,1386.3559850676043
NCP54,OUT046,1904.7025547079393
FDF41,OUT013,3467.1598882438366
FDM01,OUT045,1728.428558636736
FDW03,OUT045,1730.563893534798
FDF28,OUT045,1997.5149465408876
FDY37,OUT017,2024.5346412972576
FDQ03,OUT017,3443.9270019611013
FDP51,OUT027,3311.7037143463785
FDJ40,OUT017,1508.1169370643547
FDC32,OUT049,1771.1110312886608
DRI49,OUT027,2537.6247653176715
NCW54,OUT017,534.2497772401794
FDF09,OUT017,386.79038627535147
FDP45,OUT018,4440.187049368646
DRJ23,OUT018,3391.8895142141573
FDS59,OUT017,1512.7613067706625
FDY08,OUT046,1996.7609763342703
FDX16,OUT049,2665.8763068760218
FDY16,OUT018,3304.940774092128
FDK32,OUT035,2123.3386696509033
FDQ22,OUT013,435.2127447340449
NCC31,OUT018,2933.335531489857
FDG58,OUT049,2773.1010987144373
DRF48,OUT013,2736.931365873653
DRH36,OUT049,1569.4203142329588
NCR30,OUT035,778.4798034332935
FDB03,OUT019,2321.8381508216366
FDZ28,OUT027,3449.870764145714
FDR35,OUT017,2875.441366658006
DRD15,OUT027,5071.243851773235
FDJ33,OUT019,675.3195409999539
FDA56,OUT010,414.8854370572144
FDP56,OUT046,731.3810753142866
NCT30,OUT046,686.1289359324678
FDK15,OUT017,1238.4336340508085
FDH44,OUT018,2859.7088111223993
FDV01,OUT013,2170.064591991186
DRG03,OUT017,2102.6211980452854
FDG50,OUT027,2900.297653276737
FDR16,OUT010,1677.7826165474557
FDZ60,OUT046,1550.4602904304643
DRG03,OUT045,2416.5926193085734
FDS56,OUT018,4620.687884275852
FDU33,OUT045,646.4512888548475
DRD27,OUT035,1213.0436534904147
FDW22,OUT046,3580.4270871704857
DRA24,OUT045,2642.5500652740175
FDF38,OUT049,1057.4249876028703
FDX48,OUT013,2231.6959997278454
FDS58,OUT018,3049.812915318559
FDC32,OUT046,1359.4701266483735
NCQ29,OUT045,4029.912019973659
DRK39,OUT018,1759.6726067274212
NCS38,OUT017,1462.9706976430525
DRO47,OUT013,1434.6029451715758
DRG27,OUT027,2027.3731483979873
FDC57,OUT027,4468.79535812112
FDS55,OUT046,2219.8403581167527
NCJ06,OUT018,2352.326955245896
FDO01,OUT019,920.9342955528846
NCM55,OUT045,2908.158205883474
FDC52,OUT049,2855.5998766961293
FDQ15,OUT045,1167.7765688389682
NCT30,OUT027,2150.425769024668
NCR42,OUT027,1976.700721727269
FDD28,OUT035,603.1382430411727
FDQ34,OUT049,1854.3379961282717
FDZ12,OUT027,3588.646348688786
DRE13,OUT019,209.25878285917452
NCN07,OUT019,916.2931554438078
FDM28,OUT035,2453.516302111316
FDI10,OUT017,2419.1731869757623
FDQ25,OUT013,2498.678185919164
FDA38,OUT010,2261.042448175751
DRI13,OUT049,3823.474085964398
FDY20,OUT027,2845.2533367465767
NCZ53,OUT035,2584.9223385456926
NCM31,OUT013,1977.5099094076068
DRB01,OUT017,2654.329641681581
DRF37,OUT046,4033.9887903581557
NCF42,OUT049,2975.0815771911966
FDF16,OUT018,2717.923073610107
FDB41,OUT013,490.3428482384061
FDR34,OUT013,3424.062540089056
FDR15,OUT018,2946.5440762519493
NCV42,OUT019,588.6948730090548
FDW51,OUT035,2903.4141112566067
FDU36,OUT017,1251.642218441746
FDX60,OUT049,1591.4541111891854
FDY03,OUT035,1390.8650028248503
FDW55,OUT045,3976.902780814491
FDT01,OUT010,1448.3186119982147
FDG58,OUT013,2181.374019331779
FDK21,OUT017,3704.192527032894
NCS41,OUT019,1631.1782289813736
FDS10,OUT045,2898.91318185047
NCT53,OUT046,2554.3727256681095
FDJ28,OUT018,3470.1761132572865
FDX44,OUT045,1402.3892647508965
FDT20,OUT018,1063.0251382979473
FDO44,OUT017,1399.5309628940122
NCX17,OUT049,3957.9045907886284
FDY01,OUT017,1405.4995757203542
FDJ12,OUT027,4764.157566421647
DRK35,OUT018,993.5295648257493
FDD47,OUT019,1226.17205951479
NCM53,OUT035,1283.5727098929224
FDO45,OUT013,1205.16938113072
NCM42,OUT010,195.58591052577412
FDE04,OUT046,2896.9040026595185
NCI30,OUT027,5308.768853585432
FDZ19,OUT013,2433.5172800643295
FDW57,OUT013,2490.454796682132
FDA25,OUT013,1483.382495589874
FDT22,OUT046,815.4409206540513
FDP51,OUT013,1621.0575302619686
FDD48,OUT027,3285.643904405384
FDY39,OUT035,2517.862191789177
FDO48,OUT010,1982.8447959294508
FDD23,OUT027,4399.382918492043
DRN35,OUT027,2000.7184749006447
FDT01,OUT035,2792.588497653933
FDC20,OUT010,0.0
DRJ35,OUT035,602.850500425152
FDB32,OUT046,1486.859483256998
FDL24,OUT046,2746.2461627301154
NCV42,OUT035,1408.7064915754704
FDZ46,OUT046,1661.9467382070302
FDC15,OUT013,2014.696181332658
FDD08,OUT019,0.0
FDY50,OUT049,1838.1733455497674
FDD36,OUT013,1672.4956226343497
FDG57,OUT027,2180.2036648694143
FDL21,OUT018,1201.8134642588216
FDN16,OUT027,3057.3713388799933
FDJ09,OUT027,2161.200793419443
FDS01,OUT010,1309.4367076763679
FDV33,OUT017,3880.1380049563377
DRE12,OUT017,1502.0529786608104
FDR07,OUT013,1256.2421305880625
FDP48,OUT010,1341.8659775637625
NCB55,OUT035,364.2823694215408
FDQ08,OUT013,791.5532020982405
FDR34,OUT035,3326.0891173736227
FDO33,OUT046,1683.3445426702333
FDP13,OUT045,526.7715431395882
FDX12,OUT049,4279.146581135912
NCT06,OUT049,3001.7117140588352
FDR16,OUT019,2293.0433234972875
FDE36,OUT046,2591.8139042323564
FDZ36,OUT049,3266.6613085394574
FDV13,OUT045,1465.5365861071687
NCZ17,OUT035,146.49349776145573
FDU56,OUT045,2900.8129091426235
FDM09,OUT035,2280.635472963592
FDV02,OUT017,2406.0155463126075
FDS34,OUT018,2220.1782165200602
FDA11,OUT049,1872.09224445268
FDP09,OUT017,3084.9218030754973
FDB29,OUT027,3268.0176482530014
FDT19,OUT017,2546.2695260559613
DRH15,OUT017,337.293365361822
FDY38,OUT046,3556.1292431065012
FDF14,OUT027,3851.9778164023137
FDN48,OUT010,0.0
FDQ12,OUT013,3390.944304836954
NCJ43,OUT045,2760.9503100917564
FDE17,OUT019,1191.722986556551
FDB05,OUT035,3455.3998241388745
FDH10,OUT045,3052.9815463960986
NCR06,OUT017,446.47015013712826
FDU32,OUT018,2381.364476657489
FDD56,OUT049,3048.1115970803266
FDO36,OUT018,3235.554008140419
FDH16,OUT010,0.0
FDX10,OUT018,936.306219734543
FDZ37,OUT017,1187.593151467553
FDU31,OUT010,1929.9741289918284
DRC49,OUT049,2585.6575663575522
FDL15,OUT045,2421.9972237404036
FDN32,OUT019,1828.1380183077135
DRH59,OUT027,2599.0625671560756
NCU29,OUT049,2720.9983811759957
FDR37,OUT019,1820.345152320081
FDS14,OUT018,2895.2494386746657
FDU02,OUT027,4914.753473171972
FDJ08,OUT035,2541.5423785821167
NCZ06,OUT045,3927.2458493490985
FDO31,OUT049,1717.8098717836915
FDH31,OUT018,2117.696850382611
FDS58,OUT017,2321.968898689478
NCA53,OUT027,2276.6874512346026
FDF50,OUT046,3135.0316844492027
NCW42,OUT049,3850.1701861208276
NCQ17,OUT045,2362.2956438957344
FDK51,OUT018,4642.34779868415
NCW41,OUT010,977.2580642425401
NCR29,OUT017,590.9833368584668
FDB08,OUT019,1322.8176869622994
FDA40,OUT027,2752.037431914998
FDL14,OUT018,2968.7019978980343
FDB47,OUT046,3195.153452203772
FDO03,OUT035,3248.250558822092
DRK13,OUT019,1718.1488804750848
FDX13,OUT010,2306.600148260676
FDF52,OUT046,2808.4996683676436
FDT11,OUT013,2773.5327295006346
FDB08,OUT013,2351.5238636676945
FDQ28,OUT018,2991.090246856319
FDD29,OUT045,4017.890930446676
NCQ29,OUT027,5455.167522588074
NCO02,OUT013,764.8593023927087
FDR56,OUT010,1397.110076361032
NCM54,OUT049,2341.978216672907
FDP51,OUT035,1435.6177569939182
FDT38,OUT013,1087.9595208479436
FDZ20,OUT018,4429.715964031612
FDJ53,OUT013,1625.7219263408538
FDX13,OUT049,4268.323702426424
FDP58,OUT035,2946.0437304764673
NCK31,OUT019,0.0
FDA35,OUT018,2397.0293568574552
FDV37,OUT018,3531.9057394880765
NCO07,OUT027,4852.243872224872
FDA20,OUT045,2924.221737987219
FDZ59,OUT035,2193.2384103678864
NCY17,OUT017,272.5989955651212
FDQ28,OUT035,2033.0768638093973
FDV35,OUT017,2029.6533834675774
FDQ36,OUT013,182.23531712379645
FDD34,OUT018,3059.4655990581186
FDK51,OUT045,4240.8452465368055
FDV31,OUT035,2277.833629290374
FDR04,OUT035,1159.082453442867
FDR14,OUT049,1057.7443427120338
DRC36,OUT010,1217.1823783090936
FDE39,OUT019,710.1197724905442
FDP57,OUT049,2021.7803835263467
FDE57,OUT046,2203.960569546929
NCN18,OUT046,1606.492998270106
NCQ05,OUT018,2837.721210157938
FDW47,OUT035,1494.7267873440414
FDV46,OUT035,1844.7787926512597
NCP29,OUT045,911.7296675766802
FDE09,OUT018,2219.5102058363536
NCU06,OUT027,5003.334112428469
FDT19,OUT010,934.8988302368152
DRF15,OUT017,2144.15056547115
DRI51,OUT013,2447.6619781395984
NCX54,OUT013,1408.4141826955015
DRE01,OUT013,3382.7518545344137
NCB07,OUT045,3042.3794422677347
FDU50,OUT035,1395.4677885070528
FDG40,OUT035,173.25134726003262
FDW10,OUT018,3175.009021176593
FDX51,OUT013,2888.0275398189133
NCP17,OUT045,1049.923848096817
FDP21,OUT035,2635.4065488882934
FDL04,OUT045,1577.329438499215
FDV23,OUT013,1604.9458952993377
FDF24,OUT046,1311.8916316621635
FDH56,OUT027,3242.71211636352
FDB51,OUT049,1357.9912051744423
FDI58,OUT027,2950.397678284947
FDR20,OUT013,581.4918667056027
FDC51,OUT018,2464.783771909415
FDB16,OUT027,2803.1093488006236
FDE40,OUT049,1287.291805230965
NCM17,OUT035,274.0411068744229
FDU56,OUT035,2594.2573425020837
FDS32,OUT019,1080.3638569115765
FDX02,OUT049,3871.3435637135553
FDT39,OUT027,3935.817144046946
FDE35,OUT017,686.8182992948305
NCI42,OUT019,2180.425936565986
DRL23,OUT046,1689.1092183445971
FDA10,OUT046,1763.144355900722
FDA11,OUT013,1270.8432589011331
NCM06,OUT046,2356.2264226380953
NCT05,OUT035,3688.925814506152
NCQ02,OUT010,1450.9616764877865
NCY06,OUT049,2394.036186447145
FDY56,OUT035,3147.988338058475
FDL02,OUT035,1208.5357327286415
NCI06,OUT035,2414.3368037022196
FDQ14,OUT045,2346.993947629525
FDQ12,OUT017,3317.221032785181
FDP36,OUT046,699.9571873808977
FDK21,OUT027,5437.742117585551
FDO40,OUT045,2361.1962981696806
NCK54,OUT019,761.4448333624537
FDY09,OUT018,3259.769867654486
NCW30,OUT049,4510.36064765496
NCC55,OUT027,2096.130944014693
FDE58,OUT018,2293.93788636331
FDR39,OUT013,2613.840779083732
FDU28,OUT049,3270.834780198559
FDH08,OUT017,3347.7930496755525
FDG35,OUT045,2883.9413731886807
FDG22,OUT049,994.6331058915084
FDC34,OUT035,1933.861378937474
FDP15,OUT018,4386.059533318514
FDK34,OUT010,2211.2660055086417
FDU45,OUT035,1499.2670049700782
FDQ04,OUT027,2018.0410920164463
FDX22,OUT018,3808.799016742565
FDB45,OUT017,1407.3776024025974
NCH43,OUT027,4811.665557917997
DRE60,OUT046,3327.97242735063
FDD17,OUT027,5163.540075784604
NCM54,OUT017,1730.8692453302037
NCH55,OUT013,1793.625144066642
NCT06,OUT017,2340.736599257616
FDA48,OUT027,4802.9123352361075
FDY58,OUT027,5038.4242322751015
FDO25,OUT045,3199.9779077411085
FDN50,OUT045,1576.0469327343753
FDH35,OUT035,2200.73713110512
FDK09,OUT045,3525.287703164504
FDO16,OUT013,1110.6597169720817
FDW11,OUT045,1014.6682894347368
FDU47,OUT027,3744.1036476905474
NCQ42,OUT010,474.8189024284379
FDK55,OUT027,2885.3252338813018
FDN08,OUT049,2172.025309455168
FDT57,OUT045,3795.3142253439764
FDJ12,OUT018,3731.9444082811733
DRL59,OUT017,605.3073073387736
NCN53,OUT046,554.6613267285829
FDO51,OUT010,0.0
FDK56,OUT017,2558.3178157929015
FDY12,OUT035,326.64632320779583
FDU15,OUT035,268.24853002875125
FDQ19,OUT046,3855.8575737778865
DRF15,OUT045,2459.524209946234
DRE25,OUT019,181.64073153465824
FDK57,OUT018,2275.1540609786844
FDD33,OUT010,1902.5529855467112
FDR34,OUT027,5115.99720317778
FDU04,OUT045,1982.4511734910484
FDE35,OUT019,0.0
NCD31,OUT035,2220.1359868810814
FDJ56,OUT035,983.1472867850734
NCU53,OUT046,2556.7752457744546
