,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Port
1829,1959_01,1,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1830,1959_02,1,0,0,40.0,0,0.0,382.0,0.0,1.0,3822.0,False,6,0
1831,1959_03,1,0,2,29.0,0,0.0,433.0,4899.0,393.0,260.0,True,6,0
1832,1960_01,0,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
1833,1960_02,0,0,1,21.0,0,0.0,0.0,677.0,4.0,0.0,True,4,0
1834,1961_01,0,0,0,35.0,0,302.0,6.0,0.0,6.0,613.0,True,3,0
1835,1962_01,0,0,0,24.0,0,3.0,361.0,94.0,824.0,160.0,False,1,0
1836,1962_02,0,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1837,1962_03,0,1,0,0.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,3,0
1838,1963_01,0,0,0,43.0,0,0.0,0.0,0.0,1200.0,17.0,False,1,0
1839,1964_01,1,0,0,63.0,0,224.687617481203,869.0,1.0,375.0,3377.0,False,6,1
1840,1967_01,0,1,0,30.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1841,1968_01,0,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1842,1969_01,1,0,2,27.0,0,224.687617481203,21066.0,0.0,2448.0,2293.0,True,6,1
1843,1971_01,0,0,1,54.0,0,3.0,0.0,56.0,633.0,0.0,False,1,1
1844,1973_01,1,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
1845,1974_01,2,0,0,41.0,0,3702.0,0.0,1.0,0.0,18.0,False,5,0
1846,1975_01,0,0,0,22.0,0,0.0,0.0,0.0,10.0,761.0,False,3,1
1847,1976_01,1,0,2,23.0,0,0.0,8037.0,173.72916912197996,1.0,2.0,True,0,1
1848,1976_02,1,0,0,34.0,0,15.0,3578.0,0.0,311.1387779083431,473.0,True,0,1
1849,1976_03,1,1,2,26.0,1,0.0,0.0,0.0,0.0,0.0,True,0,1
1850,1976_04,1,0,0,39.0,0,1.0,2972.0,0.0,3175.0,1.0,False,0,1
1851,1976_05,1,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1852,1976_06,1,1,0,64.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1853,1976_07,1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1854,1977_01,2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
1855,1978_01,0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1856,1979_01,0,0,0,26.0,0,401.0,0.0,693.0,62.0,0.0,False,1,1
1857,1980_01,0,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1858,1980_02,0,0,0,29.0,0,1434.0,5.0,0.0,0.0,0.0,False,3,1
1859,1980_03,0,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1860,1981_01,0,0,0,27.0,0,196.0,602.0,0.0,0.0,198.0,False,4,0
1861,1983_01,0,0,1,17.0,0,414.0,0.0,139.0,28.0,173.0,False,3,0
1862,1984_01,1,0,2,37.0,0,0.0,3166.0,0.0,91.0,6.0,True,3,1
1863,1985_01,2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
1864,1988_01,0,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1865,1991_01,0,0,2,22.0,0,0.0,0.0,30.0,499.0,138.0,False,1,1
1866,1991_02,0,0,0,22.0,0,213.0,85.0,352.0,12.0,1.0,True,4,1
1867,1992_01,2,1,0,21.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,1,1
1868,1993_01,0,0,0,31.0,0,1062.0,0.0,802.0,71.0,0.0,False,1,1
1869,1994_01,0,0,0,17.0,0,0.0,0.0,249.0,537.0,5.0,True,4,0
1870,1995_01,0,0,1,30.0,0,231.0,0.0,0.0,274.0,26.0,False,3,1
1871,1996_01,0,0,0,15.0,0,12.0,25.0,197.0,631.0,0.0,False,1,1
1872,1997_01,0,0,0,42.0,0,37.0,1670.0,0.0,0.0,0.0,True,3,1
1873,1999_01,0,0,0,55.0,0,373.0,1.0,1.0,496.0,0.0,False,1,1
1874,2000_01,1,0,2,28.0,0,5.0,2676.0,13.0,0.0,157.0,True,6,1
1875,2001_01,0,0,0,33.0,0,673.0,194.0,548.0,59.0,40.0,False,1,0
1876,2003_01,0,0,0,19.0,0,3.0,6.0,20.0,60.0,719.0,False,3,0
1877,2006_01,0,0,0,24.0,0,224.687617481203,856.0,0.0,0.0,5.0,False,1,1
1878,2006_02,0,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1879,2006_03,0,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1880,2007_01,1,0,2,30.0,0,0.0,5734.0,0.0,5.0,1.0,True,2,1
1881,2009_01,1,0,0,31.0,0,0.0,0.0,0.0,0.0,0.0,False,0,0
1882,2009_02,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1883,2009_03,1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1884,2010_01,0,1,1,33.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,3,0
1885,2011_01,0,1,1,46.0,0,0.0,0.0,0.0,0.0,304.8547912992357,False,3,1
1886,2012_01,1,0,2,30.0,1,1250.0,865.0,0.0,3725.0,5416.0,False,0,0
1887,2013_01,0,0,0,17.0,0,0.0,0.0,0.0,0.0,804.0,False,1,0
1888,2015_01,0,0,0,19.0,0,1139.0,18.0,0.0,0.0,671.0,True,1,1
1889,2019_01,1,0,2,22.0,0,0.0,5183.0,0.0,1080.0,2.0,True,0,1
1890,2019_02,1,0,2,20.0,0,0.0,162.0,0.0,148.0,7619.0,False,0,1
1891,2022_01,0,0,1,36.0,0,0.0,809.0,0.0,86.0,0.0,False,1,1
1892,2024_01,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1893,2024_02,0,0,2,17.0,0,44.0,1535.0,10.0,51.0,0.0,True,4,1
1894,2026_01,0,1,0,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1895,2026_02,0,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1896,2026_03,0,0,0,20.0,0,0.0,4.0,429.0,0.0,287.0,False,3,1
1897,2027_01,0,0,2,19.0,0,30.0,1.0,1051.0,0.0,6.0,True,1,0
1898,2028_01,0,0,1,24.0,0,662.0,0.0,0.0,0.0,9.0,False,1,1
1899,2029_01,0,0,2,43.0,0,0.0,6.0,730.0,1.0,0.0,False,1,0
1900,2032_01,2,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
1901,2034_01,0,0,0,42.0,0,399.0,75.0,38.0,771.0,0.0,False,1,1
1902,2038_01,0,0,0,21.0,0,6.0,133.0,503.0,0.0,2.0,False,1,0
1903,2040_01,1,1,0,50.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1904,2040_02,1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1905,2041_01,0,1,0,64.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,3,0
1906,2042_01,0,0,0,50.0,0,0.0,0.0,0.0,785.0,19.0,False,1,1
1907,2043_01,2,1,0,24.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,1,1
1908,2044_01,0,0,0,27.0,0,0.0,0.0,634.0,1.0,23.0,True,1,1
1909,2045_01,0,1,2,42.0,0,0.0,0.0,0.0,0.0,304.8547912992357,True,3,1
1910,2046_01,0,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1911,2051_01,0,0,0,20.0,0,2.0,0.0,694.0,0.0,22.0,True,4,0
1912,2052_01,2,0,0,31.0,0,162.0,1211.0,4.0,0.0,1.0,True,4,1
1913,2053_01,1,0,2,26.0,0,281.0,741.0,13.0,0.0,4724.0,False,6,0
1914,2054_01,1,0,2,39.0,0,0.0,458.07720329024676,0.0,1528.0,1119.0,False,6,0
1915,2055_01,0,0,0,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1916,2055_02,0,0,1,32.0,0,0.0,58.0,0.0,0.0,642.0,True,3,0
1917,2055_03,0,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1918,2055_04,0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1919,2055_05,0,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1920,2055_06,0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1921,2056_01,0,1,0,52.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1922,2056_02,0,0,0,14.0,0,16.0,0.0,0.0,712.0,149.0,False,1,0
1923,2056_03,0,0,0,68.0,0,0.0,286.0,0.0,1739.0,13.0,False,1,0
1924,2056_04,0,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1925,2059_01,0,0,0,55.0,0,2.0,0.0,0.0,0.0,907.0,True,3,0
1926,2060_01,0,0,2,22.0,0,1430.0,0.0,0.0,0.0,423.0,False,3,1
1927,2061_01,1,0,0,34.0,0,0.0,5063.0,0.0,56.0,327.0,True,5,0
1928,2062_01,2,0,0,17.0,0,583.0,0.0,753.0,0.0,0.0,False,1,1
1929,2063_01,0,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1930,2065_01,0,0,0,13.0,0,12.0,0.0,0.0,0.0,1963.0,False,1,0
1931,2066_01,0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1932,2067_01,1,1,0,30.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1933,2067_02,1,0,0,27.0,1,0.0,0.0,72.0,668.0,2713.0,False,6,0
1934,2070_01,0,0,0,17.0,0,224.687617481203,1.0,533.0,326.0,0.0,True,4,0
1935,2071_01,1,0,2,45.0,0,0.0,3559.0,0.0,3615.0,163.0,False,6,1
1936,2071_02,1,0,2,28.0,0,167.0,2406.0,71.0,283.0,650.0,True,6,1
1937,2073_01,0,0,0,23.0,0,177.0,0.0,7.0,0.0,448.0,False,1,1
1938,2074_01,1,0,0,24.0,0,1289.0,3343.0,0.0,4996.0,729.0,False,5,1
1939,2074_02,1,0,0,23.0,0,9.0,4081.0,0.0,0.0,16.0,True,5,1
1940,2075_01,0,0,2,29.0,0,270.0,0.0,0.0,25.0,343.0,False,1,1
1941,2080_01,0,0,0,46.0,0,430.0,0.0,340.0,52.0,61.0,False,3,0
1942,2081_01,0,0,1,17.0,0,8.0,911.0,0.0,0.0,0.0,True,1,0
1943,2082_01,0,0,0,20.0,0,0.0,0.0,4.0,35.0,769.0,False,3,0
1944,2083_01,0,0,0,24.0,0,121.0,20.0,0.0,68.0,506.0,False,1,1
1945,2084_01,1,0,0,40.0,0,19.0,10.0,1.0,4759.0,6007.0,False,2,0
1946,2084_02,1,1,0,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,2,0
1947,2085_01,1,0,0,38.0,0,0.0,590.0,2640.0,6202.0,99.0,False,6,0
1948,2086_01,1,0,0,65.0,0,51.0,4451.0,0.0,20.0,397.0,True,2,1
1949,2086_02,1,0,0,19.0,0,0.0,1342.0,0.0,152.0,556.0,True,2,1
1950,2087_01,0,0,0,54.0,0,0.0,0.0,872.0,0.0,1.0,True,1,1
1951,2088_01,0,0,2,38.0,0,0.0,717.0,0.0,0.0,0.0,False,1,1
1952,2088_02,0,0,0,40.0,0,51.0,0.0,1.0,368.0,509.0,True,3,1
1953,2089_01,0,0,1,21.0,0,224.687617481203,2.0,133.0,0.0,549.0,False,1,0
1954,2090_01,0,0,0,22.0,0,8.0,0.0,801.0,0.0,12.0,True,1,0
1955,2091_01,0,0,0,33.0,0,356.0,458.07720329024676,0.0,245.0,0.0,False,1,0
1956,2092_01,2,0,0,18.0,0,29.0,0.0,2315.0,0.0,1.0,True,5,1
1957,2092_02,2,0,0,43.0,0,546.0,0.0,41.0,710.0,0.0,False,4,1
1958,2092_03,2,0,0,13.0,0,6726.0,0.0,1605.0,1266.0,0.0,False,3,1
1959,2092_04,2,0,0,26.0,0,1751.0,0.0,0.0,0.0,0.0,False,1,1
1960,2092_05,2,0,0,22.0,0,2300.0,0.0,22.0,256.0,0.0,False,5,1
1961,2094_01,2,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
1962,2095_01,0,0,1,25.0,0,0.0,11.0,0.0,13.0,1344.0,False,1,1
1963,2096_01,2,0,0,29.0,0,216.0,10.0,611.0,594.0,0.0,False,1,1
1964,2096_02,2,0,0,49.0,0,1624.0,0.0,68.0,311.1387779083431,0.0,False,1,1
1965,2097_01,1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1966,2099_01,2,0,0,45.0,0,10.0,1095.0,1474.0,0.0,0.0,True,5,1
1967,2100_01,0,0,1,45.0,0,0.0,0.0,734.0,3.0,5.0,True,1,1
1968,2102_01,1,0,0,30.0,0,63.0,9314.0,249.0,2624.0,4538.0,False,6,1
1969,2104_01,0,0,0,29.0,0,776.0,0.0,4.0,0.0,23.0,False,1,1
1970,2104_02,0,0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1971,2105_01,0,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1972,2106_01,0,0,2,20.0,0,1.0,0.0,0.0,4926.0,1.0,False,3,1
1973,2107_01,0,0,0,33.0,0,235.0,2.0,1.0,650.0,0.0,False,3,0
1974,2110_01,0,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1975,2111_01,2,0,0,24.0,0,600.0,593.0,1404.0,0.0,1.0,False,1,0
1976,2112_01,2,0,0,29.0,0,860.0,305.0,18.0,1415.0,0.0,False,1,0
1977,2114_01,1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1978,2115_01,1,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,True,5,1
1979,2116_01,0,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1980,2117_01,1,0,0,31.0,0,0.0,8718.0,0.0,13036.0,267.0,False,3,1
1981,2118_01,0,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1982,2120_01,2,0,0,49.0,0,0.0,0.0,1058.0,0.0,0.0,True,5,1
1983,2121_01,0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1984,2123_01,0,1,1,23.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1985,2123_02,0,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
1986,2124_01,0,0,2,21.0,0,770.0,0.0,0.0,40.0,0.0,False,3,1
1987,2125_01,0,0,0,18.0,0,0.0,1.0,0.0,80.0,826.0,False,3,0
1988,2126_01,0,0,0,28.82793046746535,0,717.0,0.0,0.0,0.0,0.0,False,1,1
1989,2127_01,0,0,0,19.0,0,721.0,62.0,7.0,0.0,0.0,True,1,0
1990,2128_01,0,0,0,22.0,0,624.0,0.0,0.0,0.0,185.0,False,3,0
1991,2129_01,0,0,0,17.0,0,736.0,0.0,2.0,20.0,0.0,False,1,0
1992,2130_01,0,0,1,13.0,0,0.0,2.0,480.0,10.0,176.0,False,1,0
1993,2131_01,0,0,0,26.0,0,0.0,458.07720329024676,0.0,91.0,900.0,False,4,0
1994,2133_01,2,0,0,28.82793046746535,0,1054.0,0.0,43.0,85.0,0.0,False,5,1
1995,2133_02,2,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
1996,2134_01,2,0,0,20.0,0,1146.0,0.0,0.0,0.0,3.0,False,1,0
1997,2135_01,0,0,0,20.0,0,75.0,0.0,0.0,1545.0,0.0,False,4,0
1998,2135_02,0,0,0,23.0,0,426.0,0.0,362.0,0.0,0.0,False,4,0
1999,2136_01,0,0,0,61.0,0,2.0,0.0,17.0,868.0,28.0,False,3,1
2000,2137_01,2,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2001,2137_02,2,0,2,3.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2002,2137_03,2,0,2,4.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2003,2138_01,0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2004,2139_01,2,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2005,2140_01,0,0,0,18.0,0,0.0,0.0,698.0,0.0,0.0,True,1,0
2006,2141_01,0,0,2,66.0,0,0.0,0.0,1610.0,0.0,0.0,True,4,0
2007,2142_01,2,1,0,39.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2008,2143_01,0,0,0,21.0,0,0.0,1433.0,0.0,1234.0,0.0,False,1,1
2009,2143_02,0,1,0,7.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2010,2144_01,0,1,0,56.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2011,2145_01,0,0,0,15.0,0,0.0,951.0,128.0,0.0,0.0,False,1,0
2012,2147_01,2,0,0,28.82793046746535,0,1146.0,0.0,47.0,0.0,105.0,True,4,1
2013,2148_01,0,0,0,13.0,0,579.0,226.0,61.0,1.0,7.0,False,1,1
2014,2149_01,1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
2015,2150_01,0,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
2016,2152_01,0,0,0,45.0,0,2138.0,0.0,0.0,659.0,0.0,False,1,0
2017,2153_01,0,1,0,21.0,0,0.0,0.0,0.0,0.0,304.8547912992357,False,3,0
2018,2154_01,0,0,0,19.0,0,78.0,0.0,0.0,550.0,0.0,False,3,0
2019,2156_01,0,0,0,49.0,0,651.0,25.0,0.0,849.0,2.0,False,1,1
2020,2158_01,0,0,0,21.0,0,0.0,820.0,0.0,45.0,0.0,True,1,1
2021,2159_01,0,0,0,18.0,0,0.0,402.0,2027.0,0.0,0.0,True,1,1
2022,2161_01,2,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2023,2162_01,2,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2024,2162_02,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2025,2163_01,0,0,0,27.0,0,0.0,0.0,6.0,745.0,22.0,False,3,0
2026,2164_01,1,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
2027,2167_01,0,0,1,20.0,0,38.0,220.0,495.0,0.0,304.8547912992357,False,1,0
2028,2168_01,2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2029,2168_02,2,0,0,20.0,0,212.0,0.0,991.0,0.0,13.0,False,1,1
2030,2171_01,0,0,0,24.0,0,388.0,0.0,7.0,409.0,0.0,False,1,0
2031,2171_02,0,0,0,41.0,0,2.0,0.0,551.0,5577.0,68.0,False,3,0
2032,2172_01,0,0,1,23.0,0,0.0,774.0,0.0,0.0,0.0,True,3,1
2033,2173_01,0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2034,2175_01,0,1,2,58.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2035,2177_01,2,1,0,53.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,1,0
2036,2179_01,1,0,0,30.0,0,437.0,3585.0,0.0,4488.0,281.0,False,6,1
2037,2180_01,0,0,2,24.0,0,1.0,0.0,0.0,318.0,247.0,False,1,1
2038,2182_01,1,0,0,31.0,0,46.0,1935.0,0.0,995.0,1254.0,False,0,0
2039,2183_01,2,0,1,46.0,0,607.0,0.0,41.0,334.0,251.0,False,1,1
2040,2183_02,2,0,0,20.0,0,938.0,59.0,31.0,12.0,0.0,False,1,1
2041,2186_01,0,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2042,2187_01,0,0,0,30.0,0,0.0,236.0,0.0,1149.0,0.0,False,1,0
2043,2188_01,0,0,2,24.0,0,0.0,421.0,0.0,207.0,63.0,False,1,0
2044,2189_01,0,0,0,34.0,0,0.0,0.0,0.0,628.0,0.0,False,3,0
2045,2190_01,0,0,0,20.0,0,1750.0,0.0,446.0,0.0,76.0,False,1,1
2046,2191_01,2,1,0,48.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2047,2193_01,0,0,1,25.0,0,0.0,0.0,619.0,0.0,70.0,False,1,0
2048,2194_01,0,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2049,2195_01,0,0,0,27.0,0,0.0,280.0,119.0,646.0,5.0,True,1,0
2050,2196_01,1,0,0,47.0,0,224.687617481203,32.0,0.0,4027.0,1440.0,False,0,0
2051,2196_02,1,0,2,26.0,0,26.0,4587.0,0.0,102.0,0.0,True,0,0
2052,2196_03,1,1,0,37.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
2053,2196_04,1,0,2,42.0,0,0.0,1180.0,0.0,2677.0,283.0,False,0,0
2054,2198_01,0,0,2,61.0,0,0.0,654.0,902.0,0.0,68.0,True,4,1
2055,2200_01,2,0,0,29.0,0,1443.0,1108.0,47.0,0.0,0.0,False,1,0
2056,2201_01,1,0,2,32.0,0,0.0,1968.0,13.0,1051.0,304.8547912992357,True,5,1
2057,2202_01,2,0,0,51.0,0,1671.0,0.0,17.0,0.0,0.0,False,1,0
2058,2203_01,2,0,0,43.0,0,2019.0,0.0,560.0,0.0,0.0,False,5,1
2059,2204_01,1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
2060,2205_01,0,0,0,31.0,0,0.0,0.0,187.0,602.0,0.0,False,4,1
2061,2206_01,0,0,1,13.0,0,0.0,14.0,857.0,0.0,72.0,False,1,1
2062,2207_01,0,0,0,20.0,0,546.0,0.0,228.0,0.0,0.0,False,3,1
2063,2209_01,0,0,0,29.0,0,1356.0,20.0,0.0,13.0,0.0,False,1,1
2064,2210_01,0,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
2065,2211_01,0,0,0,15.0,0,0.0,2347.0,0.0,380.0,0.0,True,1,1
2066,2212_01,0,0,0,50.0,0,0.0,5.0,0.0,2170.0,0.0,False,1,0
2067,2215_01,1,0,2,41.0,1,0.0,29813.0,0.0,1257.0,6.0,True,2,1
2068,2215_02,1,0,0,43.0,0,2.0,2229.0,33.0,6.0,198.0,True,2,1
2069,2215_03,1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
2070,2215_04,1,0,0,36.0,0,0.0,3206.0,0.0,698.0,72.0,False,2,1
2071,2219_01,0,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2072,2220_01,0,0,0,47.0,0,0.0,0.0,880.0,0.0,2.0,True,3,1
2073,2221_01,0,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2074,2223_01,0,0,0,28.82793046746535,0,0.0,86.0,0.0,252.0,570.0,False,3,1
2075,2224_01,0,0,0,14.0,0,0.0,600.0,0.0,204.0,0.0,True,1,1
2076,2225_01,0,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
2077,2228_01,2,0,0,63.0,0,1172.0,0.0,1.0,311.1387779083431,0.0,False,4,1
2078,2229_01,0,0,0,22.0,0,48.0,329.0,182.0,26.0,154.0,False,1,1
2079,2231_01,2,0,0,32.0,0,2.0,416.0,26.0,510.0,0.0,False,4,1
2080,2232_01,0,0,2,31.0,0,0.0,14.0,671.0,1.0,3.0,False,1,1
2081,2232_02,0,0,0,24.0,0,0.0,1220.0,0.0,140.0,0.0,False,1,1
2082,2233_01,0,0,0,39.0,0,9.0,18.0,0.0,2.0,878.0,False,3,0
2083,2234_01,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2084,2234_02,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2085,2234_03,2,0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,False,4,0
2086,2234_04,2,0,2,20.0,0,552.0,8.0,1348.0,5.0,304.8547912992357,False,4,0
2087,2234_05,2,0,0,31.0,0,21.0,0.0,1031.0,0.0,304.8547912992357,False,5,0
2088,2234_06,2,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2089,2234_07,2,0,0,24.0,0,2538.0,0.0,61.0,0.0,0.0,False,1,0
2090,2235_01,0,0,0,27.0,0,203.0,539.0,0.0,0.0,0.0,False,1,0
2091,2237_01,1,0,2,28.0,0,0.0,162.0,741.0,3733.0,99.0,True,6,1
2092,2237_02,1,1,0,41.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
2093,2238_01,1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
2094,2239_01,0,0,1,26.0,0,93.0,0.0,469.0,0.0,0.0,True,1,1
2095,2241_01,0,0,0,27.0,0,485.0,1109.0,921.0,0.0,1.0,False,1,0
2096,2243_01,0,0,0,22.0,0,38.0,483.0,80.0,47.0,121.0,True,3,0
2097,2251_01,1,0,2,62.0,0,320.0,1179.0,756.0,4996.0,85.0,False,2,1
2098,2251_02,1,0,0,58.0,0,2.0,1.0,14.0,2.0,1153.0,False,2,1
2099,2252_01,0,0,0,37.0,0,0.0,1368.0,0.0,311.1387779083431,960.0,False,3,0
2100,2253_01,0,0,0,54.0,0,701.0,32.0,171.0,8.0,0.0,False,3,1
2101,2254_01,0,0,0,26.0,0,0.0,10.0,0.0,702.0,1.0,False,1,0
2102,2255_01,1,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
2103,2255_02,1,1,0,34.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
2104,2256_01,0,1,0,47.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2105,2257_01,1,0,0,27.0,1,0.0,3341.0,173.72916912197996,80.0,654.0,True,6,0
2106,2257_02,1,1,2,22.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
2107,2258_01,0,1,0,46.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,3,0
2108,2261_01,0,0,0,29.0,0,0.0,0.0,885.0,0.0,0.0,True,1,1
2109,2262_01,0,0,2,43.0,0,485.0,4.0,136.0,48.0,0.0,False,3,0
2110,2263_01,0,0,0,42.0,0,0.0,0.0,32.0,772.0,0.0,False,1,0
2111,2264_01,0,0,0,39.0,0,0.0,0.0,13.0,0.0,868.0,True,1,1
2112,2266_01,2,0,0,30.0,0,616.0,0.0,185.0,210.0,475.0,False,1,0
2113,2267_01,2,0,0,43.0,0,2318.0,0.0,647.0,81.0,0.0,True,4,1
2114,2268_01,0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
2115,2269_01,2,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2116,2270_01,2,0,0,46.0,0,171.0,0.0,1257.0,5.0,0.0,True,1,0
2117,2272_01,0,0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2118,2272_02,0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2119,2272_03,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2120,2273_01,0,0,0,22.0,0,0.0,0.0,0.0,10.0,778.0,False,4,1
2121,2274_01,1,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
2122,2274_02,1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
2123,2275_01,2,0,1,36.0,0,241.0,0.0,670.0,0.0,0.0,False,1,0
2124,2277_01,0,0,0,19.0,0,26.0,313.0,470.0,0.0,0.0,False,3,1
2125,2278_01,1,1,2,18.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,6,0
